2020-09-12 14:06:33.997: (101ms) 100% AUTOCLICK > Clicks in one second: 51; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.998: (101ms) 100% AUTOCLICK > Clicks in one second: 52; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.002: (101ms) 100% AUTOCLICK > Clicks in one second: 53; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.013: (101ms) 100% AUTOCLICK > Clicks in one second: 54; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.02: (101ms) 100% AUTOCLICK > Clicks in one second: 55; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.032: (101ms) 100% AUTOCLICK > Clicks in one second: 56; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.193: (101ms) 100% AUTOCLICK > Clicks in one second: 57; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.194: (101ms) 100% AUTOCLICK > Clicks in one second: 58; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.202: (101ms) 100% AUTOCLICK > Clicks in one second: 59; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.205: (101ms) 100% AUTOCLICK > Clicks in one second: 60; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.214: (101ms) 100% AUTOCLICK > Clicks in one second: 61; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.221: (101ms) 100% AUTOCLICK > Clicks in one second: 62; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.228: (101ms) 100% AUTOCLICK > Clicks in one second: 63; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.232: (101ms) 100% AUTOCLICK > Clicks in one second: 64; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.445: (101ms) 100% AUTOCLICK > Clicks in one second: 65; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.456: (101ms) 100% AUTOCLICK > Clicks in one second: 66; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.467: (101ms) 100% AUTOCLICK > Clicks in one second: 67; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.606: (101ms) 100% AUTOCLICK > Clicks in one second: 68; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.612: (101ms) 100% AUTOCLICK > Clicks in one second: 69; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.619: (101ms) 100% AUTOCLICK > Clicks in one second: 70; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.627: (101ms) 100% AUTOCLICK > Clicks in one second: 71; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.632: (101ms) 100% AUTOCLICK > Clicks in one second: 72; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.637: (101ms) 100% AUTOCLICK > Clicks in one second: 73; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.643: (101ms) 100% AUTOCLICK > Clicks in one second: 74; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.649: (101ms) 100% AUTOCLICK > Clicks in one second: 75; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
